ETL,ETL-2,Perovskite,Perovskite_deposition_procedure,Perovskite_deposition_method,Antisolvent,Precursor_solution,HTL,HTL_additive,Year,PCEbest,Cs,MA,FA,Rb,Pb,Sn,I,Br,Cl,Feature-1,Feature-2,Feature-3,Feature-4,Feature-5,Feature-6,Feature-7,Feature-8,Feature-9,Feature-10,Feature-11,Feature-12,Feature-13,Feature-14,Feature-15,Feature-16,Feature-17,Feature-18,Feature-19,Feature-20,Feature-21,Feature-22,Feature-23,Feature-24,Feature-25,Feature-26,Feature-27,Feature-28,Feature-29,Feature-30,Feature-31,Feature-32,Feature-33,Feature-34,Feature-35,Feature-36,Feature-37,Feature-38,Feature-39,Feature-40,Feature-41,Feature-42,Feature-43,Feature-44,Feature-45,Feature-46,Feature-47,Feature-48,Feature-49,Feature-50,Feature-51,Feature-52,Feature-53,Feature-54,Feature-55,Feature-56,Feature-57,Feature-58,Feature-59,Feature-60,Feature-61,Feature-62,Feature-63,Feature-64,Feature-65,Feature-66,Feature-67,Feature-68,Feature-69,Feature-70,Feature-71,Feature-72,Feature-73,Feature-74,Feature-75,Feature-76,Feature-77,Feature-78,Feature-79,Feature-80,Feature-81,Feature-82,Feature-83,Feature-84,Feature-85,Feature-86,Feature-87,Feature-88,Feature-89,Feature-90,Feature-91,Feature-92,Feature-93,Feature-94,Feature-95,Feature-96,Feature-97,Feature-98,Feature-99,Feature-100,Feature-101,Feature-102,Feature-103,Feature-104,Feature-105,Feature-106,Feature-107,Feature-108,Feature-109,Feature-110,Feature-111,Feature-112,Feature-113,Feature-114,Feature-115,Feature-116,Feature-117,Feature-118,Feature-119,Feature-120,Feature-121,Feature-122,Feature-123,Feature-124,Feature-125,Feature-126,Feature-127,Feature-128,Feature-129,Feature-130,Feature-131,Feature-132,Feature-133,Feature-134,Feature-135,Feature-136,Feature-137,Feature-138,Feature-139,Feature-140,Feature-141,Feature-142,Feature-143,Feature-144,Feature-145,Feature-146,Feature-147,Feature-148,Feature-149,Feature-150,Feature-151,Feature-152,Feature-153,Feature-154,Feature-155,Feature-156,Feature-157,Feature-158,Feature-159,Feature-160,Feature-161,Feature-162,Feature-163,Feature-164,Feature-165,Feature-166,Feature-167,Feature-168,Feature-169,Feature-170,Feature-171,Feature-172,Feature-173,Feature-174,Feature-175,Feature-176,Feature-177,Feature-178,Feature-179,Feature-180,Feature-181,Feature-182,Feature-183,Feature-184,Feature-185,Feature-186,Feature-187,Feature-188,Feature-189,Feature-190,Feature-191,Feature-192,Feature-193,Feature-194,Feature-195,Feature-196,Feature-197,Feature-198,Feature-199,Feature-200,bandgap
BCP,PCBM,MA0.4FA0.6PbI3,one-step,spin2-3,IPA,DMF+DMSO,NiOx/PTAA,0,2021,17.1,0,0.4,0.6,0,1,0,1,0,0,-6.688,25.497,-25.999,5.732,-0.351,10.719,-19.126,27.52,-18.374,-22.643,-28.706,10.288,-3.065,-25.257,-24.849,9.905,4.365,19.375,-4.595,20.959,-11.591,23.345,-12.023,-7.613,25.07,0.569,21.355,-14.675,-1.465,-13.239,-7.932,1.105,28.939,18.029,-1.557,-1.879,-7.862,23.316,5.264,-15.845,-26.803,13.308,2.484,8.693,20.622,0.027,-28.78,-0.214,25.95,20.579,-20.219,26.461,-16.748,-9.695,-22.59,-8.08,23.511,-13.618,2.973,8.377,-2.479,8.494,18.118,16.153,1.984,13.063,0.34,-23.239,12.909,-11.15,29.36,-7.525,8.914,-8.77,-5.327,10.594,-10.658,15.414,-11.35,-11.426,-2.418,-26.788,24.918,-26.993,-22.215,9.319,-1.754,-27.68,-24.552,6.66,-10.877,19.042,-8.9,3.243,-24.306,-2.917,-10.778,20.505,-17.264,-2.627,0.709,13.813,4.591,-24.547,21.819,27.252,20.715,-22.497,-1.47,20.849,-5.378,23.335,-15.281,-20.298,10.874,-10.916,25.142,-29.099,25.173,23.573,-26.415,-29.989,15.121,-6.3,26.344,-7.181,-18.291,12.777,-10.316,-23.78,-25.669,14.61,-13.507,17.009,5.974,1.466,-7.856,-12.237,4.106,6.047,-27.101,6.162,-17.331,-24.506,12.927,26.338,1.161,7.19,-28.183,-6.89,22.84,-9.468,11.821,28.375,-0.511,-29.96,1.578,15.369,10.323,11.73,7.518,20.874,15.384,17.176,2.147,-20.501,-13.893,-22.707,-1.891,24.531,22.827,7.547,-8.745,-24.189,-26.052,-7.49,22.946,-11.02,7.146,-27.197,8.052,-12.296,-13.345,2.212,-10.91,-0.943,23.112,16.173,23.707,-28.578,-5.729,-17.346,18.129,-18.025,26.303,10.003,-3.692,24.003,-20.419,17.277,10.2
BCP,C60,Cs0.05MA0.15FA0.80Pb(I0.85Br0.15)3,one-step,spin2-3,chlorobenzene,DMF+DMSO,NiOx,ARF,2021,17.3,0.05,0.15,0.8,0,1,0,0.85,0.15,0,24.42,7.489,15.001,11.02,-26.165,12.577,7.467,28.966,12.051,-21.993,12.491,-21.099,9.325,10.549,27.172,-0.887,-16.389,1.005,-25.007,10.04,29.739,-15.453,9.54,26.267,-3.366,-10.75,8.911,17.361,-4.569,-15.544,-7.913,-0.16,-26.682,22.038,12.565,-12.799,29.954,2.445,-1.021,28.484,18.319,-19.577,7.326,-24.774,22.922,-23.447,-3.193,1.958,-11.222,-22.052,-6.836,29.95,-23.446,-0.224,-12.955,-29.448,17.372,14.679,-1.003,9.809,-20.603,-22.491,-2.094,6.666,-14.336,7.355,-19.695,-24.747,12.828,5.444,23.713,-26.951,13.177,-19.462,-9.058,-2.709,29.255,-11.054,13.679,21.391,4.643,-0.429,12.826,-2.8,27.333,10.169,-15.008,-1.869,-19.434,13.494,17.157,-25.486,-20.606,5.148,-10.964,18.45,26.998,-11.504,2.757,-27.966,20.358,24.282,-25.607,27.851,-5.038,-3.335,17.498,17.516,-13.069,22.7,-11.451,17.416,24.254,-20.186,15.677,7.767,-9.604,-19.02,17.624,-7.539,19.621,7.26,25.233,18.555,-18.651,23.508,-27.811,24.108,26.35,-6.501,-24.753,0.105,22.907,18.71,-10.937,9.687,1.277,14.507,21.05,9.45,-29.276,-5.614,27.621,-14.88,23.794,-9.89,-17.607,-0.993,13.03,24.152,-19.198,-12.882,11.82,-27.941,18.537,-14.466,-10.902,4.632,-26.641,9.618,-21.156,-27.701,-1.247,-6.454,2.654,-20.449,-3.407,-23.078,6.96,20.193,12.111,-6.12,6.608,-12.126,3.927,-28.502,-20.567,11.551,-29.743,5.733,-9.735,-0.099,9.426,13.966,-12.132,11.355,-4.097,-6.185,12.443,-7.347,2.841,-4.205,-6.359,24.783,-20.723,26.167,9.953,7.19,11.503,24.511,14.54
c-TiO2,mp-TiO2,MAPbI3,one-step,spin,chlorobenzene,DMF+DMSO,Spiro-OMeTAD,Li+TBP,2021,17.3,0,1,0,0,1,0,1,0,0,0.926,-6.265,2.293,7.585,17.211,-18.231,14.616,16.021,15.749,17.779,22.938,-24.339,-2.841,0.057,-25.594,-16.584,21.893,22.123,-23.633,28.909,10.418,-8.657,29.889,0.05,12.043,-19.783,-19.407,-6.828,5.744,-27.172,-7.877,25.364,-10.694,18.944,-4.207,22.101,0.79,13.114,-4.056,14.745,6.523,-2.452,11.848,-15.421,-17.168,-27.112,-17.051,-10.916,10.089,-7.691,9.531,-5.862,0.172,27.606,-25.27,7.697,7.58,26.578,-17.776,-23.129,0.165,-19.504,23.124,-12.411,-1.201,-19.199,-21.395,1.091,22.236,13.023,-27.805,-17.767,5.29,10.421,16.884,-8.245,2.612,13.484,-11.049,29.2,29.542,-12.425,8.279,8.109,5.451,8.929,16.927,11.999,-11.092,24.077,10.172,-23.472,-0.118,13.416,-21.912,-27.941,21.066,14.188,18.439,-24.849,14.379,28.952,-8.062,25.22,-22.821,-29.21,24.729,9.842,-9.606,-20.697,-1.751,20.575,-25.636,-20.17,-24.209,23.547,8.049,7.834,4.767,16.824,3.155,1.734,-29.963,-6.056,-24.05,-3.444,29.149,1.718,-27.722,-23.504,16.335,23.63,19.973,8.385,-1.345,16.312,-5.775,-1.901,-10.039,-27.92,20.202,-6.653,0.015,8.231,6.407,-28.899,-29.877,-26.11,-17.518,-6.942,-17.237,29.06,-8.868,28.223,24.882,-10.452,-28.788,1.852,13.996,25.163,27.321,15.163,16.151,4.18,-26.094,25.922,-20.982,-21.203,-17.57,-18.795,23.351,5.868,-19.235,-8.552,4.997,9.663,-11.789,8.637,-26.723,-17.393,-23.441,-4.04,-18.027,-26.425,-1.559,-21.971,2.549,-22.435,-27.45,23.252,0.405,15.423,18.144,21.573,16.391,-19.45,-26.322,14.341,-19.995,2.061,7.4
BCP,PCBM,MAPbI3,one-step,spin2-3,IPA,DMF+DMSO,NiOx/PTAA,0,2021,17.39,0,1,0,0,1,0,1,0,0,-9.11,11.173,29.979,23.974,-3.523,18.28,14.036,-16.13,20.745,27.515,5.176,-17.568,11.432,7.685,-6.09,-24.013,8.837,-25.849,-16.978,2.775,-27.836,12.627,7.115,-20.442,28.353,10.96,27.987,0.853,-11.795,9.322,-7.868,4.077,-25.972,4.399,-17.393,22.32,20.54,-7.357,-15.098,24.095,16.662,-24.644,-7.054,6.483,19.69,-9.946,22.943,-28.369,-10.832,-0.408,-1.816,16.317,20.462,-4.288,-14.397,-3.339,23.829,5.521,-29.42,10.852,26.779,-26.078,18.509,25.266,7.117,4.661,7.863,-24.607,11.724,-4.319,17.649,-28.263,24.518,-15.417,-15.516,-12.66,-2.586,-15.784,14.397,18.481,-23.504,-20.042,-29.762,-21.469,22.553,-17.976,-11.699,20.262,26.848,-19.407,5.112,20.367,8.555,-28.268,-26.895,20.502,29.298,-0.373,19.435,7.558,-23.157,-8.54,-19.962,0.273,-24.621,-28.736,28.408,29.285,-10.677,-5.796,-13.52,-24.575,-2.206,-20.16,4.821,-23.363,4.477,12.673,-16.569,4.017,15.442,-1.864,-29.551,-26.911,4.341,22.87,-3.175,-13.178,-19.458,-12.664,25.206,-26.605,-5.98,-18.965,11.142,12.619,29.381,11.009,-2.422,11.073,-5.205,28.777,20.286,-8.781,-3.686,28.654,15.637,-6.105,26.764,19.088,14.747,-15.55,28.583,17.417,11.602,6.47,17.896,21.538,-6.047,21.242,-12.518,22.553,-20.72,-3.323,-6.93,-13.959,21.468,29.353,3.159,28.057,28.029,-27.545,-1.898,-19.649,29.249,-29.479,6.225,14.085,6.113,-10.404,-10.062,25.604,-4.652,10.7,0.591,13.2,-15.615,-10.872,18.125,21.123,24.506,-9.416,-12.937,20.644,-24.166,-24.838,-25.677,-26.068,-3.512,21.297,7.4
BCP,PCBM,MA0.5FA0.5PbI3,one-step,spin2-3,IPA,DMF+DMSO,NiOx/PTAA,0,2021,17.39,0,0.5,0.5,0,1,0,1,0,0,-11.775,-3.917,-10.826,-15.608,10.056,-20.682,-12.611,2.565,22.805,-4.63,9.533,-2.416,14.667,-3.034,-19.619,-10.349,1.125,-14.468,-3.636,17.31,-8.614,21.188,16.66,17.73,-3.455,-12.074,-22.259,-16.966,2.928,-19.85,-7.582,0.186,-1.604,-27.309,-2.544,22.969,-14.483,8.155,-25.058,12.412,13.175,-26.847,-28.1,-14.638,20.734,28.508,12.241,-20.329,-4.016,-22.662,27.852,0.397,28.473,23.732,25.03,-0.956,20.643,9.126,-15.853,-12.954,14.049,20.416,-10.902,-1.085,2.716,21.701,24.666,-9.122,8.923,22.423,7.242,22.195,4.112,-14.533,22.019,-28.355,29.722,-3.469,-6.163,19.343,5.781,24.146,5.922,6.915,2.404,-25.155,-5.468,24.549,8.81,22.178,13.214,27.97,27.428,-6.129,-16.701,10.004,-26.277,14.63,8.993,0.319,-6.294,-23.711,0.246,-0.785,17.739,19.571,-19.712,19.797,-19.062,-27.645,-3.319,-9.023,20.783,-20.143,-2.912,19.118,11.989,20.902,4.661,18.725,-23.352,-2.457,0.347,28.536,-29.782,7.536,-1.614,21.456,27.486,-0.743,20.514,3.225,14.28,-1.703,5.053,-2.129,-7.365,19.742,1.456,4.83,-22.926,-28.515,14.91,29.78,5.179,22.205,-0.329,-20.122,-17.015,18.011,20.767,-17.904,1.593,8.834,22.922,-26.053,11.614,20.083,-1.402,4.654,-29.603,-4.509,-24.032,25.803,-18.4,28.003,-10.746,11.782,-9.825,-13.636,9.403,9.493,-5.04,-17.51,12.881,-20.167,13.981,-26.74,24.189,4.779,-17.363,18.512,-10.053,-17.344,-6.358,-1.567,9.986,-18.622,0.181,17.633,13.957,13.444,-5.177,23.349,-29.715,2.46,-22.443,9.098,-26.288,-11.141,10.2
PC61BM,0,(CsPbI3)0.05[(FAPbI3)0.90(MAPbBr3)0.10]0.95,one-step,spin2-3,chlorobenzene,DMF+DMSO,PTAA,0,2021,17.44,0.05,0.095,0.855,0,1,0,0.9,0.1,0,-21.002,-22.122,-9.138,-23.431,23.512,11.684,-1.702,-24.386,10.433,-13.14,-27.804,27.917,-1.996,16.765,-0.776,-13.741,12.77,20.104,18.418,10.975,-18.451,2.662,-21.684,25.436,9.794,25.152,-20.839,14.981,5.07,-5.271,-7.571,-25.17,22.954,19.127,2.897,1.164,-9.507,12.886,-8.713,-29.553,-5.581,12.294,-14.939,26.415,-15.363,-25.222,-16.535,-13.692,-22.379,4.085,18.28,-29.024,20.312,-7.572,9.237,16.537,-27.476,-4.175,6.785,-13.576,19.914,-22.067,3.526,14.311,25.029,2.013,19.67,-3.67,9.027,13.802,-23.942,-27.24,22.133,-8.854,-19.493,20.132,0.594,25.674,-3.481,-18.615,-17.563,-5.016,2.414,7.94,26.993,4.743,10.888,12.304,28.967,-1.304,-29.459,-5.375,-18.53,13.271,-12.239,-17.462,-25.421,21.687,-17.542,24.752,-6.938,-7.019,0.937,-12.678,-17.699,-11.314,6.976,-10.503,13.305,-3.031,-8.764,1.369,-3.634,-20.012,0.388,9.724,-7.2,-25.745,-4.734,17.508,24.144,-24.35,-15.165,-21.767,-24.696,-6.367,28.101,-22.569,27.663,-21.566,-23.919,-29.957,-0.174,20.484,-17.91,-15.982,-10.53,-12.261,-3.64,-22.737,-12.623,-17.735,-23.169,20.828,-0.166,-13.411,-29.321,-10.569,-24.224,21.787,9.165,9,-11.631,1.212,-23.187,9.778,-14.888,-28.277,-6.335,26.031,1.104,12.171,23.94,3.378,-16.407,-15.077,-23.916,27.305,20.438,-28.586,24.991,-18.709,26.95,-26.942,-14.374,-16.595,-22.188,18.433,-29.63,5.076,23.368,24.244,-16.591,1.864,-22.422,-13.86,-11.656,24.903,28.322,28.755,7.521,-19.461,23.474,-4.916,-28.041,-10.533,26.395,-13.183,-20.279,20.538,18.84
Rhodamine101,PC61BM+C60,MAPbI3,one-step,spin2-3,toluene,DMSO+GBL,PEDOT:PSS,0,2021,17.46,0,1,0,0,1,0,1,0,0,23.837,19.683,-2.847,17.996,-17.857,-24.174,-26.991,10.444,-16.938,29.505,-14.197,17.639,-23.576,-3.761,-7.055,28.318,24.4,-20.267,-29.535,11.234,-18.659,-28.937,23.35,20.36,24.031,14.721,14.935,-0.464,24.097,-6.406,-7.571,16.462,-1.174,19.055,-27.017,3.39,23.084,3.37,23.575,0.822,21.354,-7.517,23.775,-10.586,2.882,9.724,23.075,27.856,-20.689,-13.707,-4.914,21.459,-1.054,-21.294,-4.18,-11.036,-13.661,-12.259,15.573,-3.93,4.366,9.255,9.356,-29.782,-24.851,-16.547,-8.763,-11.693,25.576,11.597,3.314,-27.336,7.445,14.278,-16.816,19.787,28.134,10.926,8.397,-23.045,-19.63,-16.68,-12.274,4.283,28.412,-27.395,-14.842,4.147,0.663,2.659,20.27,-19.899,-0.835,-6.812,-8.805,-0.816,8.798,12.234,-2.386,24.979,-27.712,-20.025,2.276,17.571,-21.237,3.622,-18.625,5.761,18.258,-12.45,-25.682,14.478,0.542,-19.814,-3.288,25.67,-3.391,16.057,6.318,-9.75,-23.811,-8.692,-4.49,20.344,-17.383,10.666,-16.591,25.568,29.175,-10.869,25.327,3.463,-10.053,-18.176,-5.695,-25.245,-20.41,24.328,-0.602,-4.88,5.442,24.193,18.631,25.049,-12.298,-1.192,22.371,-1.011,-27.714,-4.812,26.01,4.85,-12.147,1.428,-22.778,16.13,-21.261,-22.327,-13.599,-19.935,-22.245,6.558,9.325,29.997,-19.043,-26.385,-3.965,-9.035,17.574,-25.443,29.632,27.512,0.147,-22.524,15.027,4.495,26.03,20.076,1.302,27.368,18.268,-20.324,-2.691,-18.114,19.694,-0.272,-18.546,-10.535,7.538,20.069,7.537,23.881,-6.704,25.699,-23.516,2.314,-7.667,-10.865,-14.402,-16.692,7.4
SnO2,0,MAPbI3,one-step,spin,chlorobenzene,DMF+DMSO,Spiro-OMeTAD,Li+TBP,2021,17.5,0,1,0,0,1,0,1,0,0,-5.764,14.029,-15.389,7.691,-19.195,-3.21,0.613,-26.305,24.349,-7.127,16.11,17.876,25.166,1.087,14.627,10.459,-5.324,-8.163,-15.559,-19.868,14.515,21.54,1.263,-8.788,9.554,24.63,21.275,-29.499,25.183,-3.255,-7.527,-25.815,-1.872,-2.054,2.683,-14.319,-20.2,6.126,-0.72,-8.546,10.605,-5.264,22.256,2.314,-19.351,2.849,-23.367,-6.949,14.906,-25.204,-7.92,-26.661,13.151,-26.863,15.516,-19.643,-11.997,-14.602,5.259,-6.696,7.129,5.082,8.16,-11.312,19.036,1.228,-14.672,4.901,-17.535,26.034,-16.362,-13.903,23.299,16.096,15.689,20.303,1.14,19.285,19.814,18.467,10.645,26.283,-14,12.197,-14.413,-15.46,23.512,-5.107,13.135,-2.849,-14.442,8.39,-26.163,8.801,25.365,26.738,5.501,-11.83,27.871,-27.246,22.687,9.844,11.817,24.877,-20.005,22.675,11.538,25.213,-2.013,-9.838,24.563,-28.185,24.806,-19.652,7.109,-6.528,0.58,17.419,28.744,7.306,-9.407,-7.743,-2.467,-10.878,-2.357,-0.935,-11.622,12.36,-14.633,19.328,23.09,19.853,-5.817,28.225,-8.125,15.054,16.071,16.289,27.391,-11.559,-7.511,7.671,7.273,22.602,10.58,25.78,16.018,-29.918,10.865,-3.259,10.596,-12.489,22.912,-17.974,14.442,22.617,3.119,-14.611,15.033,-29.874,-4.85,10.168,16.239,-15.865,-6.901,28.15,-10.604,-7.384,26.273,-24.962,3.95,2.654,23.106,15.45,-18.402,-15.873,24.845,-19.151,-24.594,-0.014,22.909,-28.574,-17.289,-7.164,-24.927,17.324,5.982,28.353,25.817,-19.521,6.371,18.966,-21.39,-14.663,18.083,1.488,-9.401,-26.031,6.867,23.96,7.4
TiO2,0,(Cs0.05FA0.95PbI3)0.85(MAPbBr3)0.15,one-step,spin2-3,chlorobenzene,DMF+DMSO,PCBM,0,2021,17.59,0.0425,0.15,0.8075,0,1,0,0.85,0.15,0,1.042,-1.671,25.634,-21.041,-23.205,25.708,-16.63,6.1,25.861,-15.665,11.722,12.319,2.219,23.45,29.654,17.239,-3.173,10.102,12.436,18.08,20.515,0.227,-25.983,-5.821,15.924,-11.938,9.679,11.105,11.738,5.807,-7.509,-14.749,-3.307,-13.45,1.922,5.037,-15.87,-18.212,17.678,-2.811,-4.602,-2.731,14.387,14.673,11.831,10.67,8.66,18.268,15.469,18.576,-2.361,11.353,-16.549,-3.143,-11.253,-26.054,6.862,-10.234,-7.119,15.082,-12.395,-27.342,0.216,-6.661,-15.217,13.6,-0.04,0.047,13.454,-25.67,3.307,1.564,10.503,4.414,14.455,24.923,4.181,1.866,18.748,-27.251,-18.003,-15.283,10.919,-23.35,-8.975,-15.121,-19.655,6.7,1.145,26.657,-14.21,-6.317,-27.455,-21.021,-16.093,-21.437,-16.038,11.678,24.981,12.522,24.619,2.016,27.177,26.03,-23.925,7.496,-10.513,-14.344,28.102,-23.024,17.206,-1.078,-1.115,-19.363,-13.689,-0.293,-17.773,-26.991,-24.994,-6.478,-0.681,6.008,-25.131,-27.691,-21.909,28.492,-4.191,-17.618,-20.539,28.856,0.674,-2.749,25.454,-7.874,23.183,16.839,26.086,-18.694,5.311,-0.819,9.187,-8.574,4.31,15.89,-23.294,-23.035,-6.025,-10.854,10.792,11.64,-11.735,-19.78,15.535,0.322,15.052,-6.756,-19.246,20.951,5.099,-13.733,21.688,29.334,-19.969,-4.21,-26.868,20.803,-1.227,14.156,25.466,7.385,-18.271,-20.321,24.894,-2.577,16.799,-29.15,16.283,25.592,3.148,-29.969,10.094,29.803,-18.329,-13.868,27.156,-24.339,-14.969,11.463,21.197,3.995,-3.781,28.267,2.105,-21.421,7.8,6.146,4.562,22.069,29.072,4.283,15.94
MSG-SnO2,0,FA0.5MA0.5PbI3,one-step,spin2-3,ethylacetate,DMF+DMSO,Spiro-OMeTAD,Li+TBP,2021,17.71,0,0.5,0.5,0,1,0,1,0,0,-4.488,-24.967,17.024,17.688,15.249,24.576,15.824,2.044,-1.306,4.007,-17.036,14.686,-6.732,-17.722,-18.702,5.421,-3.837,-25.148,2.565,24.326,-24.496,-4.285,7.903,11.193,-4.848,-8.916,-22.296,-22.192,-21.55,28.908,-7.401,-7.365,21.331,4.973,-2.938,-27.055,-26.042,12.444,-24.013,11.05,29.629,-2.609,-16.619,4.259,-9.236,9.822,20.502,-7.611,24.928,-29.684,-24.914,23.235,-15.791,-20.551,-12.441,15.126,-3.676,-0.193,21.476,-6.394,7.065,-17.883,-27.391,-6.041,-6.29,-22.742,-15.276,-9.397,28.073,-24.117,14.337,16.117,-14.887,-23.212,5.708,14.975,20.196,9.968,1.258,9.444,-0.806,-15.535,-9.667,28.169,-10.124,-24.521,-29.683,-25.77,-0.431,-7.136,-17.292,22.525,-19.577,16.565,-22.427,24.098,-20.246,-3.704,-3.369,-3.038,-12.048,-3.244,24.09,22.86,-13.328,10.191,-7.742,-18.518,29.6,-29.442,10.31,12.189,22.464,-19.362,5.147,28.428,7.592,19.911,-7.22,7.634,2.35,-2.326,14.649,-22.342,-24.803,-24.602,18.213,-15.592,-21.118,17.154,2.042,28.869,-28.047,-23.06,1.548,27.307,9.151,15.011,-28.497,-14.658,-18.826,0.575,-11.207,3.483,-16.679,-13.672,17.209,14.686,-13.046,-8.105,7.696,-22.644,-2.302,6.512,2.182,-29.581,4.267,-16.593,-11.213,-11.228,11.49,-0.457,13.297,28.032,-10.155,21.116,21.087,-22.521,11.347,-29.647,-22.579,-21.057,-7.239,27.681,-23.901,5.038,22.199,8.49,-3.878,-9.586,-24.516,21.566,18.138,7.796,26.086,25.967,14.954,-21.996,4.713,-5.282,-12.268,24.629,15.35,-17.277,16.767,8.282,-12.442,-21.526,-16.226,28.082,10.2
b-TiO2,mp-TiO2,MAPbI3,one-step,spin2-3,chlorobenzene,DMF+DMSO,Spiro-OMeTAD,Li+TBP,2021,17.77,0,1,0,0,1,0,1,0,0,25.833,-19.726,4.536,-8.864,10.149,-15.774,29.103,-13.413,19.665,6.546,1.251,17.86,-17.468,-20.295,-19.211,22.612,-20.357,-17.397,-15.071,-25.074,-15.547,-6.767,-23.959,27.756,-13.819,-27.073,-26.687,1.455,0.099,12.467,-7.401,-18.057,29.159,-4.636,-24.398,23.263,9.732,2.418,29.762,-11.655,10.836,20.944,-28.129,-4.752,-24.679,16.411,2.189,19.866,14.539,20.987,-11.974,8.201,8.219,28.44,-11.464,-16.728,19.009,7.771,23.892,-18.691,-5.624,10.075,-29.551,-22.33,-3.959,18.615,28.331,13.351,-4.98,-11.996,0.902,17.67,10.588,6.359,23.258,2.145,-22.071,29.952,25.173,12.322,6.648,2.583,13.894,2.179,6.626,11.667,-29.217,6.047,-9.757,-11.628,-8.046,26.419,8.256,-2.087,-20.483,-2.994,-13.785,5.237,3.816,-15.338,-5.576,8.469,23.875,19.382,-6.793,-5.185,-26.958,-20.872,25.462,-17.56,-24.575,12.626,21.281,-19.196,-21.393,-4.708,13.691,-5.252,1.211,-29.637,22.504,18.6,12.591,23.548,27.13,28.334,-3.352,-19.743,-5.508,12.79,7.005,-3.116,11.38,9.621,26.796,12.842,-19.263,-15.796,8.865,-14.196,3.524,-24.985,25.639,25.957,25.431,-19.317,29.356,-17.304,-16.357,4.384,-17.704,-16.233,-8.771,25.002,-14.313,-21.597,-18.032,-16.122,10.352,22.892,-14.263,13.23,26.704,-15.444,29.128,25.973,1.954,-16.766,-27.728,-12.344,-28.439,3.313,16.716,16.823,9.022,23.549,-19.487,-13.407,17.365,-22.37,-22.426,-28.088,25.744,-16.176,18.862,-2.304,12.346,28.401,3.126,-21.503,-8.068,1.13,-10.621,-5.403,25.489,1.806,-1.891,18.898,-15.491,29.992,7.4
c-TiO2,mp-TiO2,Cs0.05(MA0.17FA0.83)0.95Pb(I0.83Br0.17)3,one-step,spin2-3,chlorobenzene,DMF+DMSO,Spiro-OMeTAD,Li+TBP,2021,17.93,0.05,0.1615,0.7885,0,1,0,0.83,0.17,0,-12.838,-24.281,20.049,-26.142,5.416,-25.086,7.401,-11.783,-17.198,-20.092,-9.051,20.938,28.521,-11.266,28.706,13.58,-5.912,1.663,12.518,-3.227,-14.174,-11.131,3.043,22.15,-5.552,-25.445,-8.186,21.667,16.939,22.222,-7.386,-14.284,19.528,-20.735,-7.218,18.685,5.309,-14.555,17.975,27.991,9.785,-24.152,-8.307,10.405,5.999,13.078,23.633,-8.394,-8.501,-3.532,28.224,10.111,23.796,-29.354,-20.264,-15.175,21.898,-22.793,-9.039,28.85,7.73,22.028,-13.19,16.979,12.818,-7.988,-17.077,24.223,-9.042,14.324,6.737,-1.779,20.157,-28.685,-7.273,-9.239,-20.405,-23.373,15.52,-6.243,-16.855,26.542,-12.884,-5.665,-16.646,2.344,-20.414,-23.937,2.759,18.672,-24.853,13.985,13.547,16.425,-20.577,-19.164,6.328,-20.913,-11.639,-17.615,-3.439,28.721,21.81,-27.494,9.601,-6.206,-4.647,-23.186,7.594,9.726,-21.979,18.379,11.221,-19.121,2.458,27.296,11.102,-19.277,1.238,22.252,7.118,-20.154,20.167,-24.944,26.449,-10.942,25.956,25.243,-0.419,-22.093,-13.087,24.225,-3.831,-28.735,25.037,-26.286,25.837,12.17,-13.997,-12.809,-4.535,14.566,-13.609,-22.079,-8.472,-13.992,18.416,-29.421,-12.704,-29.791,8.676,-16.372,-22.026,-21.719,-3.305,18.183,-5.291,-29.439,-28.899,-17.669,13.991,25.706,-7.305,-24.265,-24.93,-5.56,15.528,11.771,-23.296,1.616,-29.55,19.29,29.475,9.648,-8.954,13.011,-24.309,-29.448,7.24,-20.587,6.108,-29.179,14.837,-27.357,0.848,0.885,12.526,-15.119,-28.294,-11.504,8.376,-19.899,19.546,5.633,-18.462,-28.478,-5.957,20.394,17.229,16.194,14.54
