ETL,ETL-2,Perovskite,Perovskite_deposition_procedure,Perovskite_deposition_method,Antisolvent,Precursor_solution,HTL,HTL_additive,Year,PCEbest,Cs,MA,FA,Rb,Pb,Sn,I,Br,Cl,Feature-1,Feature-2,Feature-3,Feature-4,Feature-5,Feature-6,Feature-7,Feature-8,Feature-9,Feature-10,Feature-11,Feature-12,Feature-13,Feature-14,Feature-15,Feature-16,Feature-17,Feature-18,Feature-19,Feature-20,Feature-21,Feature-22,Feature-23,Feature-24,Feature-25,Feature-26,Feature-27,Feature-28,Feature-29,Feature-30,Feature-31,Feature-32,Feature-33,Feature-34,Feature-35,Feature-36,Feature-37,Feature-38,Feature-39,Feature-40,Feature-41,Feature-42,Feature-43,Feature-44,Feature-45,Feature-46,Feature-47,Feature-48,Feature-49,Feature-50,Feature-51,Feature-52,Feature-53,Feature-54,Feature-55,Feature-56,Feature-57,Feature-58,Feature-59,Feature-60,Feature-61,Feature-62,Feature-63,Feature-64,Feature-65,Feature-66,Feature-67,Feature-68,Feature-69,Feature-70,Feature-71,Feature-72,Feature-73,Feature-74,Feature-75,Feature-76,Feature-77,Feature-78,Feature-79,Feature-80,Feature-81,Feature-82,Feature-83,Feature-84,Feature-85,Feature-86,Feature-87,Feature-88,Feature-89,Feature-90,Feature-91,Feature-92,Feature-93,Feature-94,Feature-95,Feature-96,Feature-97,Feature-98,Feature-99,Feature-100,Feature-101,Feature-102,Feature-103,Feature-104,Feature-105,Feature-106,Feature-107,Feature-108,Feature-109,Feature-110,Feature-111,Feature-112,Feature-113,Feature-114,Feature-115,Feature-116,Feature-117,Feature-118,Feature-119,Feature-120,Feature-121,Feature-122,Feature-123,Feature-124,Feature-125,Feature-126,Feature-127,Feature-128,Feature-129,Feature-130,Feature-131,Feature-132,Feature-133,Feature-134,Feature-135,Feature-136,Feature-137,Feature-138,Feature-139,Feature-140,Feature-141,Feature-142,Feature-143,Feature-144,Feature-145,Feature-146,Feature-147,Feature-148,Feature-149,Feature-150,Feature-151,Feature-152,Feature-153,Feature-154,Feature-155,Feature-156,Feature-157,Feature-158,Feature-159,Feature-160,Feature-161,Feature-162,Feature-163,Feature-164,Feature-165,Feature-166,Feature-167,Feature-168,Feature-169,Feature-170,Feature-171,Feature-172,Feature-173,Feature-174,Feature-175,Feature-176,Feature-177,Feature-178,Feature-179,Feature-180,Feature-181,Feature-182,Feature-183,Feature-184,Feature-185,Feature-186,Feature-187,Feature-188,Feature-189,Feature-190,Feature-191,Feature-192,Feature-193,Feature-194,Feature-195,Feature-196,Feature-197,Feature-198,Feature-199,Feature-200,T95,test_type
TiO2,mTiO2,MAPbI2.86Br0.14,one-step,spin,diethylether,DMF+DMSO,spiro-OMeTAD,Li+TBP,2017,18,0,1,0,0,1,0,0.95,0.046,0,15.304,-23.125,19,3.287,-11.886,-3.526,3.174,1.063,15.477,-1.691,-20.448,-21.628,28.454,23.815,-6.1,-22.178,-20.856,-2.11,3.971,-5.077,-5.338,-28.93,7.134,-6.159,26.258,-15.885,-2.986,-29.631,15.688,-1.571,-92.303,-24.078,5.333,-16.642,11.947,7.233,16.691,-10.567,22.877,-22.225,-7.238,29.928,28.641,-12.486,-8.848,-13.566,-4.884,1.395,-20.095,25.173,19.647,23.05,28.643,9.476,-1.118,12.985,-19.984,18.41,-10.223,-3.161,19.404,18.095,-8.147,-28.603,-25.786,24.794,11.301,-19.821,3.502,-13.123,-22.762,-8.917,-13.049,7.498,-1.719,23.578,3.488,-1.775,-14.408,-16.221,8.483,-12.627,15.773,-19.507,17.292,25.468,-10.22,14.809,-17.276,21.278,7.633,-18.091,10.051,23.435,-5.01,4.391,-15.169,11.8,-20.234,9.034,-9.369,11.135,-13.533,-15.86,-12.189,0.081,-21.242,26.734,-8.071,-9.248,5.371,8.933,-14.356,4.554,-28.366,6.687,-0.928,-22.94,-2.852,-3.812,-9.489,-0.295,11.129,22.885,-17.987,26.14,-10.956,-27.895,12.513,-8.76,5.618,-27.947,3.496,12.532,-27.948,28.935,-3.382,15.374,19.268,14.284,0.509,-10.823,9.385,-23.653,17.682,-9.594,23.611,-29.793,21.65,-29.723,16.099,25.155,-11.027,-27.302,-4.801,3.119,11.534,-1.889,-28.568,-16.392,-8.132,-15.252,-22.578,24.027,26.337,19.944,-27.838,-1.578,12.942,1.476,13.012,-17.636,-7.287,3.887,13.04,-7.496,13.624,20.684,-6.966,9.756,-25.023,-2.779,9.205,-25.928,10.653,-8.147,-26.97,-0.718,3.815,14.633,15.017,-9.773,-27.508,10.351,17.727,10.2,22.876,-2.265,-24.919,22.467,12.4,D-1
TiO2,mTiO2,MAPbI2.86Br0.14,one-step,spin,diethylether,DMF+DMSO,spiro-OMeTAD,Li+TBP,2017,18,0,1,0,0,1,0,0.95,0.046,0,15.304,-23.125,19,3.287,-11.886,-3.526,3.174,1.063,15.477,-1.691,-20.448,-21.628,28.454,23.815,-6.1,-22.178,-20.856,-2.11,3.971,-5.077,-5.338,-28.93,7.134,-6.159,26.258,-15.885,-2.986,-29.631,15.688,-1.571,-92.303,-24.078,5.333,-16.642,11.947,7.233,16.691,-10.567,22.877,-22.225,-7.238,29.928,28.641,-12.486,-8.848,-13.566,-4.884,1.395,-20.095,25.173,19.647,23.05,28.643,9.476,-1.118,12.985,-19.984,18.41,-10.223,-3.161,19.404,18.095,-8.147,-28.603,-25.786,24.794,11.301,-19.821,3.502,-13.123,-22.762,-8.917,-13.049,7.498,-1.719,23.578,3.488,-1.775,-14.408,-16.221,8.483,-12.627,15.773,-19.507,17.292,25.468,-10.22,14.809,-17.276,21.278,7.633,-18.091,10.051,23.435,-5.01,4.391,-15.169,11.8,-20.234,9.034,-9.369,11.135,-13.533,-15.86,-12.189,0.081,-21.242,26.734,-8.071,-9.248,5.371,8.933,-14.356,4.554,-28.366,6.687,-0.928,-22.94,-2.852,-3.812,-9.489,-0.295,11.129,22.885,-17.987,26.14,-10.956,-27.895,12.513,-8.76,5.618,-27.947,3.496,12.532,-27.948,28.935,-3.382,15.374,19.268,14.284,0.509,-10.823,9.385,-23.653,17.682,-9.594,23.611,-29.793,21.65,-29.723,16.099,25.155,-11.027,-27.302,-4.801,3.119,11.534,-1.889,-28.568,-16.392,-8.132,-15.252,-22.578,24.027,26.337,19.944,-27.838,-1.578,12.942,1.476,13.012,-17.636,-7.287,3.887,13.04,-7.496,13.624,20.684,-6.966,9.756,-25.023,-2.779,9.205,-25.928,10.653,-8.147,-26.97,-0.718,3.815,14.633,15.017,-9.773,-27.508,10.351,17.727,10.2,22.876,-2.265,-24.919,22.467,4248,D-1
TiO2,mTiO2,MAPbI2.86Br0.14,one-step,spin,diethylether,DMF+DMSO,spiro-OMeTAD,Li+TBP,2017,18,0,1,0,0,1,0,0.95,0.046,0,15.304,-23.125,19,3.287,-11.886,-3.526,3.174,1.063,15.477,-1.691,-20.448,-21.628,28.454,23.815,-6.1,-22.178,-20.856,-2.11,3.971,-5.077,-5.338,-28.93,7.134,-6.159,26.258,-15.885,-2.986,-29.631,15.688,-1.571,-92.303,-24.078,5.333,-16.642,11.947,7.233,16.691,-10.567,22.877,-22.225,-7.238,29.928,28.641,-12.486,-8.848,-13.566,-4.884,1.395,-20.095,25.173,19.647,23.05,28.643,9.476,-1.118,12.985,-19.984,18.41,-10.223,-3.161,19.404,18.095,-8.147,-28.603,-25.786,24.794,11.301,-19.821,3.502,-13.123,-22.762,-8.917,-13.049,7.498,-1.719,23.578,3.488,-1.775,-14.408,-16.221,8.483,-12.627,15.773,-19.507,17.292,25.468,-10.22,14.809,-17.276,21.278,7.633,-18.091,10.051,23.435,-5.01,4.391,-15.169,11.8,-20.234,9.034,-9.369,11.135,-13.533,-15.86,-12.189,0.081,-21.242,26.734,-8.071,-9.248,5.371,8.933,-14.356,4.554,-28.366,6.687,-0.928,-22.94,-2.852,-3.812,-9.489,-0.295,11.129,22.885,-17.987,26.14,-10.956,-27.895,12.513,-8.76,5.618,-27.947,3.496,12.532,-27.948,28.935,-3.382,15.374,19.268,14.284,0.509,-10.823,9.385,-23.653,17.682,-9.594,23.611,-29.793,21.65,-29.723,16.099,25.155,-11.027,-27.302,-4.801,3.119,11.534,-1.889,-28.568,-16.392,-8.132,-15.252,-22.578,24.027,26.337,19.944,-27.838,-1.578,12.942,1.476,13.012,-17.636,-7.287,3.887,13.04,-7.496,13.624,20.684,-6.966,9.756,-25.023,-2.779,9.205,-25.928,10.653,-8.147,-26.97,-0.718,3.815,14.633,15.017,-9.773,-27.508,10.351,17.727,10.2,22.876,-2.265,-24.919,22.467,4244,D-1
TiO2,mTiO2,MAPbI2.86Br0.14,one-step,spin,diethylether,DMF+DMSO,spiro-OMeTAD,Li+TBP,2017,18,0,1,0,0,1,0,0.95,0.046,0,15.304,-23.125,19,3.287,-11.886,-3.526,3.174,1.063,15.477,-1.691,-20.448,-21.628,28.454,23.815,-6.1,-22.178,-20.856,-2.11,3.971,-5.077,-5.338,-28.93,7.134,-6.159,26.258,-15.885,-2.986,-29.631,15.688,-1.571,-92.303,-24.078,5.333,-16.642,11.947,7.233,16.691,-10.567,22.877,-22.225,-7.238,29.928,28.641,-12.486,-8.848,-13.566,-4.884,1.395,-20.095,25.173,19.647,23.05,28.643,9.476,-1.118,12.985,-19.984,18.41,-10.223,-3.161,19.404,18.095,-8.147,-28.603,-25.786,24.794,11.301,-19.821,3.502,-13.123,-22.762,-8.917,-13.049,7.498,-1.719,23.578,3.488,-1.775,-14.408,-16.221,8.483,-12.627,15.773,-19.507,17.292,25.468,-10.22,14.809,-17.276,21.278,7.633,-18.091,10.051,23.435,-5.01,4.391,-15.169,11.8,-20.234,9.034,-9.369,11.135,-13.533,-15.86,-12.189,0.081,-21.242,26.734,-8.071,-9.248,5.371,8.933,-14.356,4.554,-28.366,6.687,-0.928,-22.94,-2.852,-3.812,-9.489,-0.295,11.129,22.885,-17.987,26.14,-10.956,-27.895,12.513,-8.76,5.618,-27.947,3.496,12.532,-27.948,28.935,-3.382,15.374,19.268,14.284,0.509,-10.823,9.385,-23.653,17.682,-9.594,23.611,-29.793,21.65,-29.723,16.099,25.155,-11.027,-27.302,-4.801,3.119,11.534,-1.889,-28.568,-16.392,-8.132,-15.252,-22.578,24.027,26.337,19.944,-27.838,-1.578,12.942,1.476,13.012,-17.636,-7.287,3.887,13.04,-7.496,13.624,20.684,-6.966,9.756,-25.023,-2.779,9.205,-25.928,10.653,-8.147,-26.97,-0.718,3.815,14.633,15.017,-9.773,-27.508,10.351,17.727,10.2,22.876,-2.265,-24.919,22.467,31104,D-1
TiO2,mTiO2,MAPbI2.86Br0.14,one-step,spin,diethylether,DMF+DMSO,spiro-OMeTAD,Li+TBP,2017,18,0,1,0,0,1,0,0.95,0.046,0,15.304,-23.125,19,3.287,-11.886,-3.526,3.174,1.063,15.477,-1.691,-20.448,-21.628,28.454,23.815,-6.1,-22.178,-20.856,-2.11,3.971,-5.077,-5.338,-28.93,7.134,-6.159,26.258,-15.885,-2.986,-29.631,15.688,-1.571,-92.303,-24.078,5.333,-16.642,11.947,7.233,16.691,-10.567,22.877,-22.225,-7.238,29.928,28.641,-12.486,-8.848,-13.566,-4.884,1.395,-20.095,25.173,19.647,23.05,28.643,9.476,-1.118,12.985,-19.984,18.41,-10.223,-3.161,19.404,18.095,-8.147,-28.603,-25.786,24.794,11.301,-19.821,3.502,-13.123,-22.762,-8.917,-13.049,7.498,-1.719,23.578,3.488,-1.775,-14.408,-16.221,8.483,-12.627,15.773,-19.507,17.292,25.468,-10.22,14.809,-17.276,21.278,7.633,-18.091,10.051,23.435,-5.01,4.391,-15.169,11.8,-20.234,9.034,-9.369,11.135,-13.533,-15.86,-12.189,0.081,-21.242,26.734,-8.071,-9.248,5.371,8.933,-14.356,4.554,-28.366,6.687,-0.928,-22.94,-2.852,-3.812,-9.489,-0.295,11.129,22.885,-17.987,26.14,-10.956,-27.895,12.513,-8.76,5.618,-27.947,3.496,12.532,-27.948,28.935,-3.382,15.374,19.268,14.284,0.509,-10.823,9.385,-23.653,17.682,-9.594,23.611,-29.793,21.65,-29.723,16.099,25.155,-11.027,-27.302,-4.801,3.119,11.534,-1.889,-28.568,-16.392,-8.132,-15.252,-22.578,24.027,26.337,19.944,-27.838,-1.578,12.942,1.476,13.012,-17.636,-7.287,3.887,13.04,-7.496,13.624,20.684,-6.966,9.756,-25.023,-2.779,9.205,-25.928,10.653,-8.147,-26.97,-0.718,3.815,14.633,15.017,-9.773,-27.508,10.351,17.727,10.2,22.876,-2.265,-24.919,22.467,2102,D-1
TiO2,mTiO2,MAPbI2.86Br0.14,one-step,spin,diethylether,DMF+DMSO,spiro-OMeTAD,Li+TBP,2017,18,0,1,0,0,1,0,0.95,0.046,0,15.304,-23.125,19,3.287,-11.886,-3.526,3.174,1.063,15.477,-1.691,-20.448,-21.628,28.454,23.815,-6.1,-22.178,-20.856,-2.11,3.971,-5.077,-5.338,-28.93,7.134,-6.159,26.258,-15.885,-2.986,-29.631,15.688,-1.571,-92.303,-24.078,5.333,-16.642,11.947,7.233,16.691,-10.567,22.877,-22.225,-7.238,29.928,28.641,-12.486,-8.848,-13.566,-4.884,1.395,-20.095,25.173,19.647,23.05,28.643,9.476,-1.118,12.985,-19.984,18.41,-10.223,-3.161,19.404,18.095,-8.147,-28.603,-25.786,24.794,11.301,-19.821,3.502,-13.123,-22.762,-8.917,-13.049,7.498,-1.719,23.578,3.488,-1.775,-14.408,-16.221,8.483,-12.627,15.773,-19.507,17.292,25.468,-10.22,14.809,-17.276,21.278,7.633,-18.091,10.051,23.435,-5.01,4.391,-15.169,11.8,-20.234,9.034,-9.369,11.135,-13.533,-15.86,-12.189,0.081,-21.242,26.734,-8.071,-9.248,5.371,8.933,-14.356,4.554,-28.366,6.687,-0.928,-22.94,-2.852,-3.812,-9.489,-0.295,11.129,22.885,-17.987,26.14,-10.956,-27.895,12.513,-8.76,5.618,-27.947,3.496,12.532,-27.948,28.935,-3.382,15.374,19.268,14.284,0.509,-10.823,9.385,-23.653,17.682,-9.594,23.611,-29.793,21.65,-29.723,16.099,25.155,-11.027,-27.302,-4.801,3.119,11.534,-1.889,-28.568,-16.392,-8.132,-15.252,-22.578,24.027,26.337,19.944,-27.838,-1.578,12.942,1.476,13.012,-17.636,-7.287,3.887,13.04,-7.496,13.624,20.684,-6.966,9.756,-25.023,-2.779,9.205,-25.928,10.653,-8.147,-26.97,-0.718,3.815,14.633,15.017,-9.773,-27.508,10.351,17.727,10.2,22.876,-2.265,-24.919,22.467,21648,D-1
TiO2,mTiO2,MAPbI2.86Br0.14,one-step,spin,diethylether,DMF+DMSO,spiro-OMeTAD,Li+TBP,2017,18,0,1,0,0,1,0,0.95,0.046,0,15.304,-23.125,19,3.287,-11.886,-3.526,3.174,1.063,15.477,-1.691,-20.448,-21.628,28.454,23.815,-6.1,-22.178,-20.856,-2.11,3.971,-5.077,-5.338,-28.93,7.134,-6.159,26.258,-15.885,-2.986,-29.631,15.688,-1.571,-92.303,-24.078,5.333,-16.642,11.947,7.233,16.691,-10.567,22.877,-22.225,-7.238,29.928,28.641,-12.486,-8.848,-13.566,-4.884,1.395,-20.095,25.173,19.647,23.05,28.643,9.476,-1.118,12.985,-19.984,18.41,-10.223,-3.161,19.404,18.095,-8.147,-28.603,-25.786,24.794,11.301,-19.821,3.502,-13.123,-22.762,-8.917,-13.049,7.498,-1.719,23.578,3.488,-1.775,-14.408,-16.221,8.483,-12.627,15.773,-19.507,17.292,25.468,-10.22,14.809,-17.276,21.278,7.633,-18.091,10.051,23.435,-5.01,4.391,-15.169,11.8,-20.234,9.034,-9.369,11.135,-13.533,-15.86,-12.189,0.081,-21.242,26.734,-8.071,-9.248,5.371,8.933,-14.356,4.554,-28.366,6.687,-0.928,-22.94,-2.852,-3.812,-9.489,-0.295,11.129,22.885,-17.987,26.14,-10.956,-27.895,12.513,-8.76,5.618,-27.947,3.496,12.532,-27.948,28.935,-3.382,15.374,19.268,14.284,0.509,-10.823,9.385,-23.653,17.682,-9.594,23.611,-29.793,21.65,-29.723,16.099,25.155,-11.027,-27.302,-4.801,3.119,11.534,-1.889,-28.568,-16.392,-8.132,-15.252,-22.578,24.027,26.337,19.944,-27.838,-1.578,12.942,1.476,13.012,-17.636,-7.287,3.887,13.04,-7.496,13.624,20.684,-6.966,9.756,-25.023,-2.779,9.205,-25.928,10.653,-8.147,-26.97,-0.718,3.815,14.633,15.017,-9.773,-27.508,10.351,17.727,10.2,22.876,-2.265,-24.919,22.467,21648,D-1
TiO2,mTiO2,MAPbI2.86Br0.14,one-step,spin,diethylether,DMF+DMSO,spiro-OMeTAD,Li+TBP,2017,18,0,1,0,0,1,0,0.95,0.046,0,15.304,-23.125,19,3.287,-11.886,-3.526,3.174,1.063,15.477,-1.691,-20.448,-21.628,28.454,23.815,-6.1,-22.178,-20.856,-2.11,3.971,-5.077,-5.338,-28.93,7.134,-6.159,26.258,-15.885,-2.986,-29.631,15.688,-1.571,-92.303,-24.078,5.333,-16.642,11.947,7.233,16.691,-10.567,22.877,-22.225,-7.238,29.928,28.641,-12.486,-8.848,-13.566,-4.884,1.395,-20.095,25.173,19.647,23.05,28.643,9.476,-1.118,12.985,-19.984,18.41,-10.223,-3.161,19.404,18.095,-8.147,-28.603,-25.786,24.794,11.301,-19.821,3.502,-13.123,-22.762,-8.917,-13.049,7.498,-1.719,23.578,3.488,-1.775,-14.408,-16.221,8.483,-12.627,15.773,-19.507,17.292,25.468,-10.22,14.809,-17.276,21.278,7.633,-18.091,10.051,23.435,-5.01,4.391,-15.169,11.8,-20.234,9.034,-9.369,11.135,-13.533,-15.86,-12.189,0.081,-21.242,26.734,-8.071,-9.248,5.371,8.933,-14.356,4.554,-28.366,6.687,-0.928,-22.94,-2.852,-3.812,-9.489,-0.295,11.129,22.885,-17.987,26.14,-10.956,-27.895,12.513,-8.76,5.618,-27.947,3.496,12.532,-27.948,28.935,-3.382,15.374,19.268,14.284,0.509,-10.823,9.385,-23.653,17.682,-9.594,23.611,-29.793,21.65,-29.723,16.099,25.155,-11.027,-27.302,-4.801,3.119,11.534,-1.889,-28.568,-16.392,-8.132,-15.252,-22.578,24.027,26.337,19.944,-27.838,-1.578,12.942,1.476,13.012,-17.636,-7.287,3.887,13.04,-7.496,13.624,20.684,-6.966,9.756,-25.023,-2.779,9.205,-25.928,10.653,-8.147,-26.97,-0.718,3.815,14.633,15.017,-9.773,-27.508,10.351,17.727,10.2,22.876,-2.265,-24.919,22.467,7056,D-1
TiO2,mTiO2,MAPbI2.86Br0.14,one-step,spin,diethylether,DMF+DMSO,spiro-OMeTAD,Li+TBP,2017,18,0,1,0,0,1,0,0.95,0.046,0,15.304,-23.125,19,3.287,-11.886,-3.526,3.174,1.063,15.477,-1.691,-20.448,-21.628,28.454,23.815,-6.1,-22.178,-20.856,-2.11,3.971,-5.077,-5.338,-28.93,7.134,-6.159,26.258,-15.885,-2.986,-29.631,15.688,-1.571,-92.303,-24.078,5.333,-16.642,11.947,7.233,16.691,-10.567,22.877,-22.225,-7.238,29.928,28.641,-12.486,-8.848,-13.566,-4.884,1.395,-20.095,25.173,19.647,23.05,28.643,9.476,-1.118,12.985,-19.984,18.41,-10.223,-3.161,19.404,18.095,-8.147,-28.603,-25.786,24.794,11.301,-19.821,3.502,-13.123,-22.762,-8.917,-13.049,7.498,-1.719,23.578,3.488,-1.775,-14.408,-16.221,8.483,-12.627,15.773,-19.507,17.292,25.468,-10.22,14.809,-17.276,21.278,7.633,-18.091,10.051,23.435,-5.01,4.391,-15.169,11.8,-20.234,9.034,-9.369,11.135,-13.533,-15.86,-12.189,0.081,-21.242,26.734,-8.071,-9.248,5.371,8.933,-14.356,4.554,-28.366,6.687,-0.928,-22.94,-2.852,-3.812,-9.489,-0.295,11.129,22.885,-17.987,26.14,-10.956,-27.895,12.513,-8.76,5.618,-27.947,3.496,12.532,-27.948,28.935,-3.382,15.374,19.268,14.284,0.509,-10.823,9.385,-23.653,17.682,-9.594,23.611,-29.793,21.65,-29.723,16.099,25.155,-11.027,-27.302,-4.801,3.119,11.534,-1.889,-28.568,-16.392,-8.132,-15.252,-22.578,24.027,26.337,19.944,-27.838,-1.578,12.942,1.476,13.012,-17.636,-7.287,3.887,13.04,-7.496,13.624,20.684,-6.966,9.756,-25.023,-2.779,9.205,-25.928,10.653,-8.147,-26.97,-0.718,3.815,14.633,15.017,-9.773,-27.508,10.351,17.727,10.2,22.876,-2.265,-24.919,22.467,2260,D-1
TiO2,mTiO2,MAPbI2.86Br0.14,one-step,spin,diethylether,DMF+DMSO,spiro-OMeTAD,Li+TBP,2017,18,0,1,0,0,1,0,0.95,0.046,0,15.304,-23.125,19,3.287,-11.886,-3.526,3.174,1.063,15.477,-1.691,-20.448,-21.628,28.454,23.815,-6.1,-22.178,-20.856,-2.11,3.971,-5.077,-5.338,-28.93,7.134,-6.159,26.258,-15.885,-2.986,-29.631,15.688,-1.571,-92.303,-24.078,5.333,-16.642,11.947,7.233,16.691,-10.567,22.877,-22.225,-7.238,29.928,28.641,-12.486,-8.848,-13.566,-4.884,1.395,-20.095,25.173,19.647,23.05,28.643,9.476,-1.118,12.985,-19.984,18.41,-10.223,-3.161,19.404,18.095,-8.147,-28.603,-25.786,24.794,11.301,-19.821,3.502,-13.123,-22.762,-8.917,-13.049,7.498,-1.719,23.578,3.488,-1.775,-14.408,-16.221,8.483,-12.627,15.773,-19.507,17.292,25.468,-10.22,14.809,-17.276,21.278,7.633,-18.091,10.051,23.435,-5.01,4.391,-15.169,11.8,-20.234,9.034,-9.369,11.135,-13.533,-15.86,-12.189,0.081,-21.242,26.734,-8.071,-9.248,5.371,8.933,-14.356,4.554,-28.366,6.687,-0.928,-22.94,-2.852,-3.812,-9.489,-0.295,11.129,22.885,-17.987,26.14,-10.956,-27.895,12.513,-8.76,5.618,-27.947,3.496,12.532,-27.948,28.935,-3.382,15.374,19.268,14.284,0.509,-10.823,9.385,-23.653,17.682,-9.594,23.611,-29.793,21.65,-29.723,16.099,25.155,-11.027,-27.302,-4.801,3.119,11.534,-1.889,-28.568,-16.392,-8.132,-15.252,-22.578,24.027,26.337,19.944,-27.838,-1.578,12.942,1.476,13.012,-17.636,-7.287,3.887,13.04,-7.496,13.624,20.684,-6.966,9.756,-25.023,-2.779,9.205,-25.928,10.653,-8.147,-26.97,-0.718,3.815,14.633,15.017,-9.773,-27.508,10.351,17.727,10.2,22.876,-2.265,-24.919,22.467,402,D-1
TiO2,mTiO2,MAPbI2.86Br0.14,one-step,spin,diethylether,DMF+DMSO,spiro-OMeTAD,Li+TBP,2017,18,0,1,0,0,1,0,0.95,0.046,0,15.304,-23.125,19,3.287,-11.886,-3.526,3.174,1.063,15.477,-1.691,-20.448,-21.628,28.454,23.815,-6.1,-22.178,-20.856,-2.11,3.971,-5.077,-5.338,-28.93,7.134,-6.159,26.258,-15.885,-2.986,-29.631,15.688,-1.571,-92.303,-24.078,5.333,-16.642,11.947,7.233,16.691,-10.567,22.877,-22.225,-7.238,29.928,28.641,-12.486,-8.848,-13.566,-4.884,1.395,-20.095,25.173,19.647,23.05,28.643,9.476,-1.118,12.985,-19.984,18.41,-10.223,-3.161,19.404,18.095,-8.147,-28.603,-25.786,24.794,11.301,-19.821,3.502,-13.123,-22.762,-8.917,-13.049,7.498,-1.719,23.578,3.488,-1.775,-14.408,-16.221,8.483,-12.627,15.773,-19.507,17.292,25.468,-10.22,14.809,-17.276,21.278,7.633,-18.091,10.051,23.435,-5.01,4.391,-15.169,11.8,-20.234,9.034,-9.369,11.135,-13.533,-15.86,-12.189,0.081,-21.242,26.734,-8.071,-9.248,5.371,8.933,-14.356,4.554,-28.366,6.687,-0.928,-22.94,-2.852,-3.812,-9.489,-0.295,11.129,22.885,-17.987,26.14,-10.956,-27.895,12.513,-8.76,5.618,-27.947,3.496,12.532,-27.948,28.935,-3.382,15.374,19.268,14.284,0.509,-10.823,9.385,-23.653,17.682,-9.594,23.611,-29.793,21.65,-29.723,16.099,25.155,-11.027,-27.302,-4.801,3.119,11.534,-1.889,-28.568,-16.392,-8.132,-15.252,-22.578,24.027,26.337,19.944,-27.838,-1.578,12.942,1.476,13.012,-17.636,-7.287,3.887,13.04,-7.496,13.624,20.684,-6.966,9.756,-25.023,-2.779,9.205,-25.928,10.653,-8.147,-26.97,-0.718,3.815,14.633,15.017,-9.773,-27.508,10.351,17.727,10.2,22.876,-2.265,-24.919,22.467,1554,D-1
TiO2,0,MAPbI3,one-step,spin,diethylether,DMF+DMSO,spiro-OMeTAD,Li+TBP,2017,18.5,0,1,0,0,1,0,1,0,0,20.925,19.172,8.277,-3.819,3.907,-22.112,-28.476,-26.447,17.47,-12.713,-21.439,-2.242,0.832,-24.795,-23.791,26.901,-21.679,-22.837,21.097,-18.014,-24.089,-19.83,-20.285,-21.094,2.268,8.067,5.806,14.754,-25.252,-0.001,-99.874,-20.093,-15.35,1.663,24.145,2.966,-15.823,2.931,3.52,-0.162,27.311,-25.088,-0.463,20.285,13.813,20.737,-6.412,3.434,16.125,-17.963,-2.633,20.021,3.412,-8.155,-25.987,-21.555,12.59,-29.992,17.031,17.226,-20.079,9.386,14.704,-20.248,-4.489,5.061,-10.613,2.683,26.387,19.399,22.387,6.124,-11.428,28.394,23.653,17.383,-12.085,-27.929,4.441,27.252,-11.212,24.023,-16.033,7.223,0.238,-14.775,-13.194,16.235,2.667,-25.053,28.415,-4.532,-19.466,25.951,6.478,0.269,-9.099,-4.37,-9.192,22.131,-18.638,-22.11,2.858,26.207,-4.954,-27.797,10.772,-2.065,11.019,7.079,-26.729,-19.202,-0.778,-17.66,6.689,-26.277,-27.209,-28.972,-17.75,-10.22,22.751,21.966,-5.569,-22.864,-25.794,-23.899,22.309,-16.401,8.688,-22.664,28.208,-19.309,-22.931,-2.547,-8.584,16.735,7.051,20.244,12.153,2.072,2.65,-3.504,-17.732,1.416,-22.947,-9.133,24.425,2.872,19.337,20.887,-5.617,14.543,14.186,14.56,16.682,4.267,-25.855,-7.398,16.807,-14.615,-15.429,-14.681,5.849,-2.754,5.592,21.509,-7.979,15.411,-9.702,2.003,-11.459,15.789,7.63,23.926,-18.643,-19.258,-20.716,-3.96,-0.125,-6.943,-13.655,13.906,-24.649,24.666,-25.287,-15.226,5.282,-2.976,4.818,28.608,20.925,5.394,2.426,-16.668,10.643,-9.484,11.856,-9.807,-9.29,25.787,76,D-1
